,Codigo,hora,lat,lon,temp_C,precip_mm
298,1013,10,6.428938356371022,-75.59098559881967,10.682575988769553,2.2394981979882544
299,1013,11,6.428938356371022,-75.59098559881967,10.452753702799502,2.303660859616367
300,1013,12,6.428938356371022,-75.59098559881967,11.106764729817732,2.4035563567798826
301,1013,13,6.428938356371022,-75.59098559881967,13.17510426839195,2.5120760499879915
302,1013,14,6.428938356371022,-75.59098559881967,15.031822204589867,2.6317110484367134
303,1013,15,6.428938356371022,-75.59098559881967,16.295384216308616,2.825669917777063
304,1013,16,6.428938356371022,-75.59098559881967,17.46268005371096,3.1408920982312813
305,1013,17,6.428938356371022,-75.59098559881967,18.188030497233097,3.5330552471609877
306,1013,18,6.428938356371022,-75.59098559881967,18.307571411132834,4.482312371509896
307,1013,19,6.428938356371022,-75.59098559881967,17.82901102701825,5.929493427725537
308,1013,20,6.428938356371022,-75.59098559881967,17.053810119628928,8.048955082918852
309,1013,21,6.428938356371022,-75.59098559881967,16.072053527832054,10.702758353649127
310,1013,22,6.428938356371022,-75.59098559881967,15.187546284993513,12.834521096163462
311,1013,23,6.428938356371022,-75.59098559881967,14.371284484863304,14.413302249446149
